wind_speed_kts,wind_direction_deg,humidity_%,pressure_hPa,fog_density,visibility_km,hours_until_clear
5.71,41.6,49.08,973.13,2.42,6.62,4.29
11.9,170.12,96.9,992.7,6.75,4.22,8.22
48.99,58.96,35.43,991.68,9.43,5.73,5.42
44.74,85.56,59.07,994.2,5.64,3.8,5.26
44.01,129.99,55.31,1005.6,6.34,2.21,6.16
10.9,347.11,76.61,979.32,3.31,8.94,3.9
48.26,13.17,72.11,957.88,6.24,6.96,4.74
20.97,102.8,42.79,1027.87,0.39,3.68,2.91
44.82,237.15,45.29,964.3,6.24,7.47,3.87
4.82,167.17,94.05,951.88,9.14,0.37,12.3
45.54,319.91,49.98,966.92,5.0,4.56,4.74
31.89,147.34,57.57,1011.19,4.92,6.78,3.73
42.67,344.56,52.27,985.05,7.38,0.9,7.66
3.08,86.09,56.85,1046.88,6.64,9.55,4.03
18.48,30.27,93.33,1023.64,5.9,6.63,5.65
10.28,232.17,48.03,965.95,6.09,1.8,8.4
5.46,87.97,49.0,1028.33,4.03,4.58,5.2
24.14,343.61,58.39,991.04,2.74,5.28,4.13
0.21,79.86,48.85,981.61,9.29,8.8,6.77
18.09,37.91,29.73,1049.47,4.19,5.45,3.39
33.66,268.71,34.07,965.39,3.36,3.54,4.66
33.29,117.32,70.81,967.86,0.98,4.76,3.75
31.29,11.58,88.59,1049.63,8.95,7.84,5.38
37.71,88.68,21.08,955.12,4.65,7.14,3.14
39.21,17.35,72.52,966.71,6.93,1.59,8.07
18.54,43.59,20.87,1047.27,3.28,4.49,3.21
43.45,178.86,41.12,1039.72,6.59,8.7,2.14
19.71,229.51,88.09,992.12,8.43,3.94,8.59
43.78,323.69,66.0,986.33,3.29,3.29,4.69
23.75,256.31,69.67,1016.56,8.74,4.03,7.63
7.65,187.5,24.58,988.62,1.36,4.96,3.62
4.35,177.84,51.11,974.78,0.22,3.94,4.62
14.06,42.32,81.85,970.39,8.35,8.63,6.69
3.74,59.94,43.82,973.3,2.61,2.84,6.24
40.46,286.58,94.95,950.75,0.71,8.87,2.1
8.98,295.55,75.12,962.57,9.27,3.66,9.86
17.53,315.91,56.07,1019.68,8.47,5.27,6.8
6.42,174.4,65.37,1027.89,1.15,1.1,5.88
19.16,51.12,76.8,954.06,2.48,2.55,6.69
31.69,259.09,88.75,1005.02,0.82,7.91,2.01
11.75,11.82,76.31,1048.45,5.48,5.33,5.58
31.77,178.96,56.52,951.83,5.42,2.61,7.03
6.08,331.87,70.86,1016.34,1.6,3.7,5.15
47.99,267.35,20.86,963.38,8.52,4.23,5.88
42.61,256.85,88.18,992.38,0.86,8.08,1.59
37.89,10.77,33.47,1029.74,1.29,8.76,0.5
30.71,131.19,41.8,966.98,5.67,1.89,6.95
36.34,63.71,20.65,1021.14,9.37,2.59,6.74
6.99,230.75,28.76,1017.52,3.46,5.48,4.07
44.43,72.94,21.18,966.53,9.33,5.12,5.97
8.36,322.82,83.92,1014.33,3.55,4.4,6.02
11.05,33.93,69.78,1049.98,0.5,9.32,0.95
28.89,233.49,66.31,1030.46,8.25,3.87,6.89
36.66,335.12,39.14,1025.94,7.99,3.6,5.91
45.05,244.84,26.17,1032.17,7.94,8.37,2.65
9.26,38.09,85.16,1022.38,6.17,4.56,7.1
30.26,165.72,28.58,997.61,2.27,5.27,2.74
5.11,196.09,21.59,1016.01,0.82,6.11,2.37
9.78,339.49,83.04,1041.78,3.51,1.98,6.65
25.54,296.3,89.58,993.84,1.47,5.65,3.97
22.2,328.66,22.54,1038.99,8.72,5.59,5.37
20.59,81.65,50.01,962.77,2.36,5.8,4.12
32.89,155.68,37.84,978.23,0.62,6.39,1.78
41.69,234.85,99.66,995.47,2.89,8.38,2.74
47.39,101.66,67.37,963.41,8.23,5.56,6.26
16.18,195.25,81.45,1004.3,7.06,3.69,7.84
17.45,157.9,33.51,1041.07,5.83,9.18,2.61
42.4,0.78,92.89,1010.61,2.35,9.02,1.69
23.86,47.28,38.22,1030.19,2.3,1.9,4.46
3.72,56.2,68.27,973.11,5.48,1.62,8.9
31.26,131.54,80.92,1023.27,8.37,0.5,9.01
2.88,31.47,33.12,988.25,5.17,1.28,7.83
17.7,274.72,98.81,970.39,7.34,7.61,6.95
22.73,343.52,85.69,1040.92,7.71,1.49,8.44
39.79,302.12,32.84,962.76,7.11,2.38,6.82
17.47,224.02,34.35,1002.27,4.29,4.37,4.91
18.86,94.75,90.61,1047.25,1.61,3.56,4.56
41.23,157.77,65.38,968.58,2.96,6.41,3.37
2.57,356.85,57.11,988.75,0.81,6.93,3.43
20.26,95.83,46.36,994.55,3.84,9.85,2.23
0.17,202.02,38.28,1006.14,0.45,2.67,4.74
42.11,233.78,80.86,983.75,5.37,7.3,4.22
22.12,108.4,41.05,951.19,6.77,3.22,7.51
40.06,164.9,60.2,1034.31,3.34,3.65,3.78
28.0,43.29,30.84,989.12,1.75,7.33,1.76
15.97,335.26,42.66,986.78,6.71,7.65,5.02
21.91,283.89,59.8,1003.2,9.8,6.41,7.04
32.8,116.58,80.39,991.69,0.36,5.75,2.81
15.08,98.77,56.78,998.29,9.2,6.51,7.04
31.96,287.28,20.6,969.55,6.0,8.68,3.08
27.6,41.95,80.9,1005.16,6.6,2.79,7.46
31.42,90.89,57.41,1005.77,3.29,9.93,1.45
2.06,10.93,32.44,958.44,0.59,2.72,5.34
20.91,106.9,49.19,966.44,6.53,0.95,8.53
28.57,141.27,60.87,959.98,2.68,5.42,4.39
10.03,76.0,75.32,1007.32,0.5,2.73,5.14
1.5,87.45,83.51,967.22,6.92,3.93,9.05
4.7,230.14,43.61,961.54,6.16,8.19,5.48
13.99,13.07,72.25,1028.24,2.08,8.63,2.36
5.25,171.67,53.3,997.57,1.46,1.78,5.95
9.44,77.64,43.51,1002.8,7.64,8.42,5.18
38.94,171.15,94.97,957.13,9.98,5.27,8.5
14.79,149.19,40.56,967.49,1.93,5.12,4.22
40.08,143.94,29.19,1000.18,7.84,0.37,7.46
0.66,291.92,77.28,996.28,3.57,1.32,8.09
32.1,20.27,78.42,1043.46,0.52,5.97,1.91
20.15,42.44,20.33,998.9,0.99,0.97,4.53
8.9,252.77,22.47,1004.13,0.19,0.87,4.7
44.06,247.16,24.64,1012.94,2.52,4.23,2.34
44.26,189.46,78.03,1006.62,9.25,6.22,6.15
18.39,339.89,94.32,965.48,0.28,9.89,2.21
14.86,77.17,93.75,989.1,3.4,3.51,6.72
5.22,115.55,20.46,1003.67,7.11,5.05,6.22
36.33,46.78,80.91,1013.87,5.27,9.66,2.78
28.24,279.1,46.58,977.7,0.98,8.83,1.2
0.2,205.71,26.43,950.49,4.69,7.03,5.3
8.15,165.56,88.81,1046.47,3.14,1.45,6.88
37.26,38.47,56.6,984.99,3.62,3.96,4.63
7.34,267.41,26.83,1025.93,6.84,8.3,4.14
27.88,226.72,35.69,966.39,2.91,5.34,3.84
18.37,118.62,20.43,970.38,2.12,5.69,3.3
30.54,286.61,37.42,1029.81,5.04,3.02,4.92
25.23,238.26,65.96,1019.67,2.11,7.85,2.19
17.14,43.97,74.65,994.39,3.57,4.64,5.57
12.56,15.82,71.32,974.89,9.77,3.94,9.49
20.48,296.63,34.89,1049.32,6.99,9.76,2.64
32.78,124.17,20.54,987.8,9.34,3.83,6.83
35.36,79.62,46.45,1034.54,5.36,9.69,1.66
12.12,318.85,69.58,1015.47,8.11,6.54,6.66
27.85,87.27,26.5,1048.89,5.67,8.92,1.83
41.43,121.61,97.47,1037.97,1.69,6.63,2.26
49.12,114.43,97.3,1030.69,0.06,8.34,0.5
45.42,191.57,92.06,1019.62,6.71,6.94,4.59
28.9,183.4,32.21,983.55,3.2,2.91,4.78
1.31,154.83,65.46,1037.25,9.79,4.82,8.43
36.06,132.86,67.65,1019.59,2.45,7.21,2.18
34.02,229.31,20.05,972.93,5.13,3.95,4.84
0.61,243.02,97.0,984.8,7.35,9.13,6.76
49.57,192.53,86.92,975.24,0.86,2.26,4.41
36.51,240.4,88.22,1039.65,1.24,3.19,3.74
46.37,291.34,70.8,968.05,6.15,4.47,5.82
47.51,270.46,50.18,970.69,5.13,2.86,5.5
36.99,214.63,61.27,970.75,9.63,8.92,5.53
16.89,248.46,44.55,1027.02,5.19,2.71,6.06
18.1,201.11,46.35,993.54,7.73,3.88,7.29
3.62,113.9,91.96,976.52,1.19,6.79,4.71
16.77,245.29,97.06,1024.1,3.12,9.39,3.05
3.09,318.41,28.44,1049.39,1.16,9.23,0.7
34.9,263.85,51.38,1034.23,8.89,0.88,7.97
47.21,317.4,97.74,1028.69,8.57,7.44,5.17
41.24,133.13,47.97,993.89,2.47,4.33,3.31
38.01,317.01,66.13,1048.92,9.2,6.77,5.15
23.8,254.32,72.55,1008.57,7.23,8.77,4.71
4.41,79.01,25.33,1046.44,3.3,0.9,5.84
3.18,185.93,50.37,998.08,9.3,9.6,5.98
19.46,9.62,28.37,1049.3,8.15,2.58,6.7
4.65,96.83,81.39,953.79,2.65,6.45,5.67
40.97,168.27,97.36,978.98,2.54,5.35,4.33
23.87,328.1,86.46,1028.68,7.92,7.22,5.84
27.03,137.35,51.38,953.26,5.09,1.05,7.73
25.72,311.09,53.83,954.99,9.03,7.1,6.78
19.56,141.34,60.03,1045.78,4.78,0.68,6.81
9.3,335.28,49.62,1037.58,1.87,8.86,1.65
43.09,26.01,56.89,1015.16,0.06,1.07,3.51
0.98,126.63,46.2,1001.11,4.86,2.75,7.14
0.6,135.27,77.6,1047.15,7.16,4.61,7.4
4.86,225.37,87.07,1043.47,2.28,6.68,4.01
24.73,350.2,90.76,1016.42,4.45,6.29,4.84
43.96,345.43,33.9,1015.95,8.57,6.93,4.2
46.99,209.3,30.07,1014.04,8.18,1.86,6.33
27.08,244.26,45.99,1032.92,9.63,7.62,5.25
33.2,357.04,99.98,974.07,8.3,6.5,7.17
20.28,125.84,33.26,998.28,5.29,4.32,5.33
28.55,2.82,20.04,1048.47,9.42,6.58,4.69
33.11,1.42,51.12,962.97,1.1,4.63,3.47
47.18,259.82,91.27,1047.42,3.3,9.38,1.09
34.91,285.34,73.48,957.4,9.82,0.44,10.49
1.09,265.68,31.96,997.03,2.72,9.97,2.17
24.61,342.73,33.76,958.4,4.46,4.67,5.2
40.05,41.79,32.29,976.44,3.17,7.25,2.16
19.5,178.52,38.47,955.67,9.15,6.81,6.9
16.33,106.58,65.53,1012.85,2.49,1.9,5.91
5.51,302.76,33.61,1048.2,3.63,9.82,1.67
9.47,11.52,31.51,1009.31,7.22,3.91,6.81
37.59,255.27,61.99,1015.25,4.92,3.18,5.29
19.96,86.26,31.76,1044.95,2.84,6.76,2.09
8.41,159.31,55.41,1001.79,1.41,6.65,3.31
29.53,209.47,72.24,966.96,6.01,7.15,5.31
39.9,177.73,84.05,994.0,0.48,4.57,3.16
10.64,159.42,66.38,1048.12,8.58,4.81,7.21
22.41,238.49,36.23,1028.19,3.34,6.75,2.61
22.03,101.15,76.47,1018.27,9.69,4.91,7.89
13.38,59.98,61.32,967.85,8.98,0.51,10.64
3.63,333.49,56.48,999.61,8.81,1.08,10.1
17.01,241.06,69.12,1013.56,1.33,9.68,1.48
25.42,337.22,63.28,987.17,1.36,4.4,4.0
43.36,204.61,38.37,1029.06,1.37,8.66,0.5
16.61,136.96,95.78,1023.91,9.51,3.88,8.98
18.46,304.07,54.39,1028.98,7.12,0.68,8.17
40.02,47.83,57.33,981.97,3.28,4.96,3.89
32.93,227.55,74.59,1049.98,4.05,8.15,2.34
26.61,332.57,48.76,1030.98,8.06,5.05,5.88
48.71,324.55,86.17,1042.54,9.0,5.72,5.65
43.76,64.38,52.75,980.06,4.94,4.44,4.71
35.47,65.57,64.65,1021.03,7.06,8.23,3.91
28.64,116.65,60.54,996.74,2.56,4.45,4.2
7.41,19.81,89.38,972.74,9.8,5.87,9.28
13.79,176.89,86.67,978.57,0.92,5.15,4.72
1.35,232.83,27.79,1041.17,5.34,7.0,4.11
26.32,248.18,84.31,975.35,3.21,2.7,6.46
39.04,311.97,30.82,953.02,3.55,9.36,1.7
35.52,357.95,44.02,1048.42,7.43,8.17,3.15
36.09,338.14,48.24,958.41,6.95,7.73,4.71
15.76,257.04,33.44,998.48,8.67,1.58,8.62
43.95,316.85,43.04,1046.26,5.54,6.31,2.72
11.54,226.5,95.25,965.22,5.68,0.34,10.06
0.75,358.14,62.1,974.94,9.02,6.45,8.22
22.61,132.45,82.66,1021.6,8.51,4.67,7.49
4.9,117.63,90.61,1038.5,4.45,2.73,7.24
46.17,343.62,73.23,1036.84,7.26,5.75,4.67
30.43,68.33,96.77,1014.04,5.12,1.17,7.64
9.83,324.23,56.4,980.22,1.13,1.4,6.12
47.6,171.18,63.58,970.65,2.79,1.12,5.53
47.43,177.19,65.05,1011.17,5.51,2.38,5.63
15.2,56.45,67.92,1003.73,5.1,6.46,5.19
11.97,52.89,95.19,997.16,5.89,9.86,4.84
48.24,298.85,52.59,955.15,5.83,0.35,7.39
4.09,262.64,39.61,965.86,3.99,0.57,8.07
49.97,188.52,69.45,1006.34,6.27,0.95,6.79
14.67,21.77,43.0,958.99,7.59,0.74,9.45
8.53,321.43,35.55,1037.28,8.82,8.33,5.09
13.63,230.04,38.09,1019.23,6.88,9.09,3.85
40.39,317.16,61.27,1041.31,6.54,2.92,5.63
27.72,34.92,20.83,974.56,1.14,2.0,4.13
35.23,259.06,70.13,962.6,6.57,6.66,5.57
32.57,210.42,34.75,1017.27,8.66,2.92,6.82
23.95,8.66,50.54,1034.35,2.69,1.76,4.96
42.65,300.07,80.78,1041.35,2.73,3.95,3.59
35.7,346.34,81.92,953.7,7.15,2.96,8.13
45.94,354.58,46.41,960.51,3.83,8.58,2.15
6.27,100.33,73.07,1035.38,3.87,7.76,3.98
12.3,243.79,41.54,1025.42,4.56,4.07,5.24
20.91,117.59,73.3,1006.99,5.71,0.63,8.21
11.58,221.52,85.93,966.3,9.36,8.43,7.6
49.22,40.89,51.86,1021.16,7.64,3.9,5.36
35.27,198.76,68.5,1048.23,5.73,0.73,6.65
3.98,271.68,92.32,972.93,9.53,6.39,9.13
43.95,110.99,55.79,1047.01,8.08,8.55,3.18
32.42,167.51,70.32,1043.28,3.29,0.95,5.58
38.73,69.06,51.5,980.79,8.78,1.68,8.22
35.68,214.13,57.37,1046.49,6.85,1.95,6.32
46.71,108.13,43.1,1031.57,2.16,2.98,2.81
14.54,90.7,73.31,1020.89,1.1,5.1,3.76
44.51,256.39,52.34,1046.53,4.39,8.99,1.01
24.54,329.61,24.61,1014.85,9.88,2.8,7.68
2.02,345.83,68.48,1004.78,6.17,9.66,4.78
0.87,279.15,26.69,1031.46,2.13,2.63,4.85
31.99,133.22,87.88,1007.68,5.93,4.71,6.08
17.52,329.6,88.96,1040.93,7.24,9.12,4.72
22.49,239.43,77.82,962.23,4.85,6.23,5.76
43.45,74.25,55.93,984.6,0.74,2.61,3.55
4.9,47.06,85.76,990.37,2.98,8.27,4.42
31.59,251.57,66.63,1032.79,4.74,1.17,6.32
16.78,338.63,92.28,988.58,4.56,3.06,7.41
29.9,109.47,61.87,958.31,2.6,3.26,5.42
33.15,210.4,77.1,955.87,0.17,2.91,4.64
22.75,15.99,34.56,976.48,9.93,4.75,7.71
39.98,63.65,34.7,1000.91,7.78,1.19,7.15
41.15,81.21,66.89,987.15,8.2,8.58,4.64
48.92,117.71,91.88,1025.94,9.69,8.97,4.78
41.64,330.46,29.37,954.1,1.8,3.19,3.72
33.82,250.1,30.98,971.74,9.52,2.25,8.19
37.86,265.83,20.44,1011.05,5.25,2.13,4.99
32.3,155.77,75.45,1018.82,6.17,9.27,3.41
12.44,183.43,88.0,1008.12,8.16,6.57,7.24
15.69,253.84,35.58,959.41,6.98,0.6,8.97
40.5,351.94,40.5,958.4,5.61,8.34,3.32
2.92,255.63,73.55,961.21,8.51,5.31,8.94
24.54,95.75,54.1,995.08,4.96,4.35,5.51
28.63,96.49,29.63,964.26,1.66,1.65,4.91
42.48,349.97,24.43,990.14,9.41,8.83,3.94
16.39,210.94,78.8,955.48,1.67,9.53,2.96
36.21,130.57,51.38,1007.07,4.33,3.27,4.88
45.2,279.48,61.96,958.58,4.72,0.75,6.97
22.86,166.97,48.24,958.1,2.42,4.66,4.64
43.12,147.47,57.58,1035.86,5.03,4.77,3.82
21.94,355.85,77.28,1033.04,6.37,2.44,7.25
25.09,126.58,24.0,1010.84,5.9,3.92,5.15
17.02,113.89,24.5,1046.76,8.92,7.56,4.66
18.48,138.19,79.76,978.09,8.73,4.15,8.73
5.92,320.42,31.43,1028.35,9.91,6.35,6.79
28.22,169.9,61.06,1016.2,0.02,6.04,1.84
26.18,193.62,31.43,1026.21,0.4,2.49,3.0
6.41,246.33,20.04,1047.59,4.28,1.92,5.56
5.11,208.77,92.76,1036.25,2.28,6.9,4.15
48.27,290.07,53.17,1026.34,2.23,6.12,1.53
7.62,152.66,34.06,1014.66,2.57,3.06,4.98
43.93,251.4,70.56,1048.78,7.72,9.93,2.65
35.84,174.45,70.19,984.64,3.97,9.21,2.6
15.71,227.18,43.46,990.71,3.37,3.68,5.3
16.12,193.52,58.18,965.33,6.86,5.59,6.86
32.99,161.7,83.75,1031.19,9.96,8.51,5.65
36.2,246.61,37.77,1032.89,2.59,6.23,1.77
24.05,49.94,93.45,1040.36,1.33,9.13,1.56
14.31,98.55,54.82,964.38,0.06,8.67,1.94
35.69,295.49,72.54,1000.06,9.86,2.53,8.69
3.75,70.16,31.16,976.51,4.86,9.71,3.56
38.11,284.32,51.26,957.25,1.28,5.48,2.99
37.07,132.3,23.94,1032.39,6.76,6.99,3.09
49.27,296.74,66.54,956.2,0.98,0.77,5.03
19.57,96.39,26.37,1045.88,0.7,3.37,2.58
40.92,353.06,52.03,981.48,1.61,2.34,4.2
42.99,187.07,56.08,1039.83,8.43,7.43,4.09
18.02,123.74,49.95,957.98,2.96,7.63,3.71
24.81,178.53,33.61,1009.85,4.87,6.04,3.85
30.86,182.36,61.98,1010.29,6.16,7.02,4.41
33.57,27.49,60.79,1017.63,2.69,8.22,1.78
35.45,223.15,38.34,996.02,2.83,2.16,4.59
42.73,148.86,64.81,1004.21,0.2,1.5,3.76
26.91,152.16,99.67,999.63,3.84,5.18,5.48
16.14,110.0,25.68,957.3,9.23,2.41,8.96
48.91,25.22,55.21,991.06,1.97,8.68,0.73
42.01,39.62,99.76,1036.78,1.82,4.96,3.21
7.99,113.74,21.99,1032.97,5.15,8.32,3.01
3.18,254.3,43.32,957.88,7.47,9.27,5.73
16.14,296.33,90.41,964.95,4.61,0.69,9.0
8.78,150.7,29.43,950.29,7.24,7.61,5.94
23.21,358.33,78.0,972.46,4.96,3.2,7.13
40.9,287.31,50.4,1003.31,0.3,2.35,3.14
38.42,173.23,57.42,1028.66,2.98,5.46,2.8
43.51,38.1,42.94,1043.39,9.02,9.22,3.08
4.67,203.63,65.89,1034.98,1.13,0.87,5.96
44.42,30.06,44.1,1043.63,5.2,2.97,4.27
40.92,247.33,28.85,976.52,7.22,2.64,6.36
23.99,143.92,22.99,998.63,1.42,6.5,1.86
5.85,95.07,57.18,1048.92,1.22,8.55,1.66
13.71,306.79,51.77,1048.44,1.18,5.31,2.74
34.95,305.73,77.75,966.69,3.29,3.43,5.68
17.13,126.52,45.46,963.59,4.59,3.1,6.63
1.59,142.63,92.26,955.03,4.76,6.6,7.06
28.22,201.14,60.1,1008.41,9.43,8.91,5.21
0.3,281.02,23.35,1020.47,6.69,1.6,7.77
0.3,126.45,87.19,992.74,1.43,5.87,5.06
30.07,314.48,67.03,1032.07,4.42,8.45,2.62
14.25,121.52,38.64,969.19,3.53,6.48,4.29
22.98,236.14,44.1,1002.81,1.91,4.99,3.37
15.45,51.81,60.99,1016.94,3.39,3.77,5.28
3.96,20.98,66.66,1030.47,3.37,6.07,4.61
20.62,125.69,52.0,966.81,6.44,7.74,5.17
17.8,276.69,71.23,1005.61,2.99,7.04,3.77
1.45,258.06,63.83,953.97,3.92,7.35,5.57
3.32,114.58,82.25,996.0,1.54,6.77,4.34
27.3,174.08,89.57,988.13,1.84,4.51,4.73
16.57,49.76,59.25,990.87,4.26,4.62,5.63
16.85,146.04,78.76,1024.35,3.66,9.99,2.56
36.21,149.83,47.55,984.18,9.51,4.62,7.09
4.93,160.35,70.98,1025.85,1.57,1.74,6.01
6.73,70.27,71.18,956.56,3.67,6.8,5.6
10.3,240.99,34.64,1008.86,5.63,9.67,3.18
40.21,335.85,91.89,1016.47,5.73,8.47,3.64
31.81,47.18,65.11,1009.4,1.45,8.13,1.54
31.3,78.33,45.41,1004.33,1.87,0.84,5.01
10.08,140.18,64.58,991.61,5.16,9.92,3.87
45.36,158.87,21.58,995.99,5.52,4.41,3.89
46.46,29.3,84.35,952.51,4.58,4.14,5.8
3.9,147.76,28.29,1039.95,3.13,6.44,3.19
12.39,49.99,88.9,1038.45,7.58,3.62,7.95
7.96,152.01,38.33,1011.79,1.63,1.07,5.65
10.98,106.92,39.36,1026.36,2.3,0.64,5.83
21.62,102.98,72.75,975.93,8.01,9.53,5.38
34.03,265.7,66.58,1013.29,9.0,4.1,7.19
26.34,336.14,98.4,951.64,1.0,6.42,4.24
22.63,271.24,31.34,993.11,3.13,7.15,2.76
26.36,23.41,75.63,1005.36,0.36,8.57,1.38
7.88,149.72,45.61,971.89,3.75,9.62,3.28
42.25,50.18,80.74,974.98,2.1,8.28,2.24
15.96,14.29,86.68,1001.35,4.3,9.34,3.83
43.68,261.54,98.66,1005.35,0.06,5.8,2.32
36.07,310.63,66.15,980.49,6.75,3.43,6.84
2.22,144.27,43.97,955.01,0.76,9.07,2.59
9.07,53.83,54.51,1023.48,2.59,0.28,6.67
11.29,127.69,49.2,1030.89,3.42,7.68,3.02
45.58,321.89,20.21,996.51,4.98,4.29,3.63
47.49,68.23,99.42,971.06,4.0,0.75,7.22
5.22,340.7,24.22,1006.99,7.09,8.99,4.28
6.41,3.02,72.61,983.58,9.86,5.12,9.14
10.02,72.74,52.58,1019.69,3.72,1.24,6.73
31.25,77.76,21.77,1040.14,8.22,6.86,3.99
35.64,107.14,48.02,1016.66,1.59,7.17,1.35
36.84,295.59,44.85,952.35,0.11,4.1,3.08
14.69,27.32,74.57,982.55,5.14,2.27,7.85
10.6,299.96,39.46,964.77,0.93,8.64,2.19
48.93,103.9,42.9,1008.74,7.99,4.54,5.21
14.94,337.52,25.29,970.17,7.56,8.52,4.91
20.09,257.67,67.39,1014.47,1.63,8.74,1.88
47.79,55.06,23.36,964.33,1.89,1.12,4.18
16.54,76.41,61.63,1022.32,5.4,1.8,7.14
15.87,334.63,91.11,1030.1,0.69,1.55,5.55
2.68,332.9,29.0,1009.34,3.76,3.6,5.51
1.68,59.67,34.01,1000.23,5.32,5.79,5.53
27.03,33.91,38.83,1035.61,5.39,2.31,5.57
32.02,317.94,85.82,994.76,9.52,1.81,9.49
45.57,178.19,80.2,1044.07,6.63,6.35,4.13
14.43,191.67,65.27,954.48,3.32,3.46,6.6
47.15,172.34,29.23,1040.48,7.08,4.05,4.22
42.36,82.82,49.74,996.55,5.52,9.53,2.18
26.95,208.09,60.73,982.85,7.89,8.62,5.09
44.77,109.64,73.68,1013.16,2.96,2.46,4.64
36.39,149.4,27.5,1048.01,1.75,2.88,2.51
46.64,12.37,93.68,1032.33,0.58,4.93,2.29
21.57,234.96,90.98,952.43,5.73,7.46,6.12
3.18,358.46,21.03,1048.89,7.36,7.5,4.48
32.21,56.25,63.18,990.37,5.84,9.25,3.42
49.26,74.5,23.65,1037.81,2.94,2.58,2.68
22.19,62.52,45.14,957.03,9.65,8.77,6.17
11.8,187.13,64.84,1044.66,4.13,5.69,4.51
16.37,323.42,26.69,1021.14,6.89,3.87,6.01
45.81,235.4,26.77,966.79,1.36,8.98,0.5
3.19,84.52,24.21,950.1,5.3,2.95,7.46
9.25,80.77,62.39,983.66,8.82,4.71,8.43
44.88,245.48,85.57,1041.29,6.54,8.9,3.03
15.86,174.55,49.92,1043.18,6.82,6.94,4.68
21.57,330.93,48.78,968.17,0.59,8.58,1.68
23.81,61.93,24.28,1029.42,9.96,5.12,6.35
42.48,209.29,21.7,984.45,9.99,0.65,8.35
35.27,218.69,85.14,988.89,0.67,9.11,1.33
34.18,70.03,31.24,1029.81,4.21,4.81,3.27
28.66,244.04,84.68,1003.12,4.11,3.28,6.05
2.54,275.39,68.79,1029.84,8.03,5.78,7.22
45.75,213.6,76.26,999.52,2.35,7.87,1.87
46.84,323.55,49.85,1018.06,5.62,4.8,4.01
33.63,46.85,40.42,960.52,3.86,5.43,4.21
39.16,121.77,46.8,976.26,5.98,8.3,3.45
29.42,61.45,43.7,999.02,6.89,6.51,4.83
16.2,61.73,83.16,1032.66,8.92,4.65,7.86
0.74,292.85,32.19,989.12,1.55,2.1,5.67
43.28,72.51,67.5,962.22,2.17,2.61,4.93
10.82,105.61,78.02,972.63,3.61,9.69,3.82
20.09,198.25,96.37,1006.04,7.78,2.04,9.18
2.32,60.84,62.97,1039.54,5.78,9.81,3.78
32.82,269.34,47.31,1001.14,6.85,6.25,4.82
16.67,60.06,70.9,1020.54,3.04,9.41,2.41
22.86,97.88,70.05,1012.19,7.26,4.61,6.73
0.12,237.48,26.57,1004.38,9.95,5.22,7.95
4.27,147.38,67.75,1048.24,6.12,4.62,6.42
20.46,323.08,37.8,976.51,6.27,3.22,6.84
22.93,76.96,91.14,991.93,4.4,8.24,4.35
7.44,20.27,38.42,968.75,5.3,2.42,7.55
10.39,203.13,94.32,994.28,1.01,7.66,3.61
2.46,122.07,99.77,1021.03,6.54,6.85,6.86
13.1,160.58,76.49,1005.8,3.95,8.71,3.78
44.89,87.87,32.39,1003.92,9.71,1.32,7.69
43.79,146.24,88.66,971.53,5.33,1.4,7.47
14.37,68.15,75.03,1035.68,4.89,6.34,4.84
15.8,270.72,21.63,1007.68,7.91,2.37,7.39
30.85,353.43,87.71,988.18,1.05,6.08,3.33
16.99,285.94,48.49,991.46,6.27,7.41,4.94
48.66,294.9,47.22,967.54,6.02,0.79,6.9
39.7,340.21,62.89,1001.29,6.66,4.68,5.56
19.86,303.79,31.36,997.65,9.99,9.26,5.2
24.28,119.47,88.33,1014.96,9.56,0.68,10.18
6.12,285.55,20.02,1012.58,5.62,2.52,6.54
18.25,326.07,57.61,1026.31,6.82,5.62,5.68
26.37,89.75,68.97,1027.76,9.75,2.71,8.46
2.42,163.45,21.22,1005.62,0.61,1.0,5.12
3.07,221.4,73.52,963.08,3.46,5.55,6.25
21.39,228.85,43.97,1015.86,10.0,0.61,9.46
14.27,43.2,20.68,1028.45,7.38,0.27,7.89
7.56,53.59,22.28,1046.91,7.85,2.2,7.22
27.17,273.62,44.41,1020.02,1.38,8.48,0.87
5.37,188.29,87.43,1004.33,6.1,3.02,8.39
10.18,24.6,24.76,1005.81,4.8,7.71,3.56
6.39,312.27,94.98,960.72,2.17,5.28,6.16
21.84,321.1,47.39,966.46,6.03,8.3,4.52
6.05,141.8,41.45,957.52,9.03,0.26,10.83
46.19,321.33,94.85,1006.56,5.68,5.46,5.06
24.41,196.88,50.7,984.0,2.57,3.64,4.78
26.64,319.02,41.28,1002.38,8.2,1.63,7.95
48.94,202.42,82.49,974.12,8.59,1.06,8.81
48.66,265.82,84.49,966.99,1.11,5.92,2.82
13.47,117.79,52.32,952.02,8.39,6.29,7.48
19.96,290.46,25.83,984.99,9.48,7.97,5.66
37.71,5.91,21.88,1016.47,6.89,7.49,3.09
14.18,77.57,99.05,952.87,3.45,2.84,7.86
42.4,237.67,84.04,1025.81,9.66,8.01,5.37
20.86,342.25,61.34,1040.48,8.22,5.8,6.02
25.16,345.66,43.71,1040.67,7.27,4.81,5.39
36.92,169.26,83.9,1004.01,4.76,3.2,5.96
